DocId,Tweet,Processed,Score
3814,Just to clarify... Both candidates are retarded --  however obama wont get anything done thanks to congress. #RomneyRyan2012,just to clarify both candidates are retarded however obama wont get anything done thanks to congress #romneyryan2012,23.802483
3816,Today is the Obamas' wedding anniversary. What a non-romantic way to celebrate. #debates,today is the obamas wedding anniversary what a nonromantic way to celebrate #debates,18.952886
3817,I hope all you gen y-ers are watching this debate! Critical for our future. #debates,i hope all you gen yers are watching this debate critical for our future #debates,19.360747
3819,RT @tobincommentary: Obama leads off with talk about a recovery but says there's a lot of work to do. We know. #debates,obama leads off with talk about a recovery but says there's a lot of work to do we know #debates,19.65345
3825,Back to Obama --  response: Race to the Top has prompted reforms in 46 states... now I want to hire 100K new teachers #debates #denverdebate,back to obama response race to the top has prompted reforms in states now i want to hire 100k new teachers #debates #denverdebate,36.09846
3833,Obama's hand movements remind me of episode of Glee where the singers swung their hair wildly to distract from the bad singing #denverdebate,obama's hand movements remind me of episode of glee where the singers swung their hair wildly to distract from the bad singing #denverdebate,14.628080999999998
3836,The awkward moment when Romney says most romantic place you could have been on your anniversary here with me #debates,the awkward moment when romney says most romantic place you could have been on your anniversary here with me #debates,21.525425
3839,#romney begins with a sincere olive branch to the POTUS.  Discussess a personal story of his plan for job growth.  5 Point Plan!!!,#romney begins with a sincere olive branch to the potus discussess a personal story of his plan for job growth point plan,20.389954999999997
3842,These ties are close to solid ... but do we count it? #PresidentialDebate @mthompson55,these ties are close to solid but do we count it #presidentialdebate,5.917589
3845,Lmao RT @dareal6teen: ..hell yea shut up let him tlk lls RT @_DiamondBeautyy: Ok let's hear bout these jobs #OBAMA2012,lmao rt hell yea shut up let him tlk lls rt ok let's hear bout these jobs #obama2012,20.810651
3846,something is wrong with the flag on romney's lapel. looks like there's a hole in it. #debates #flagdesecration #traitor,something is wrong with the flag on romney's lapel looks like there's a hole in it #debates #flagdesecration #traitor,28.917030999999998
3847,Obama should've just slapped Romney in the face when he had the chance. #Debates,obama should've just slapped romney in the face when he had the chance #debates,11.769154
3848,Taking a break from all these Star Trek/Avengers feels just to watch #Obama !! #Debate2012,taking a break from all these star trekavengers feels just to watch #obama #debate2012,15.687966000000001
3850,Job creation will be key for both candidates! They both have to convince the middle class more than anything! #Debates,job creation will be key for both candidates they both have to convince the middle class more than anything #debates,22.858551
3852,Obama has good points but have they even been done while he was President? #PresidentialDebate,obama has good points but have they even been done while he was president #presidentialdebate,19.283804999999997
3853,We must vote for Obama to prevent Mitt Romney from lowering the corporate tax rate oh wait WHOOPS,we must vote for obama to prevent mitt romney from lowering the corporate tax rate oh wait whoops,13.93594
3856,Aaargh - both agree corporate tax rate is too high.  But every1 knows that the actual amt paid in the US is low.  #occupythedebates #debates,aaargh both agree corporate tax rate is too high but every1 knows that the actual amt paid in the us is low #occupythedebates #debates,28.768424999999997
3857,RT @Beaufort_TParty: RT @kansaspider: Lord --  empower Mitt Romney with wisdom --  love --  righteous anger --  confidence in what he has been calle ...,lord empower mitt romney with wisdom love righteous anger confidence in what he has been calle,3.651608
3860,Obama has all these great ideas --  but why hasn't he done them already? You're the president now.,obama has all these great ideas but why hasn't he done them already you're the president now,21.363773
3861,Obama goes for a radical look to intimidate #Romney in the first of the #debates  http://t.co/wV3NaQO6,obama goes for a radical look to intimidate #romney in the first of the #debates,13.077521
3864,Of course Obama starts answering the question by not actually answering #Debates,of course obama starts answering the question by not actually answering #debates,19.847696
3871,My father has the #PresidentialDebate drinking game up and I've made pia coladas. Ready --  set --  go!,my father has the #presidentialdebate drinking game up and i've made pia coladas ready set go,14.280726999999999
3872,President Obama looks nervous --  and he should be!  Governor Romney looks Presidential!,president obama looks nervous and he should be governor romney looks presidential,18.040048000000002
3873,I haven't been following the debates too much. But --  isn't Mitt Romney racist?,i haven't been following the debates too much but isn't mitt romney racist,5.553605999999999
3876,STOP TELLING US WHAT YOU ARE GOING TO DO AND START TELLING US HOW YOU PLAN ON DOING IT! #PRESIDENTIALDEBATE,stop telling us what you are going to do and start telling us how you plan on doing it #presidentialdebate,25.702192999999998
3878,Ceis poderiam colocar na GloboNews e ouvir o caboco que est traduzindo o Mitt.  tipo um Romney falando portugus --  traduzindo a si mesmo.,ceis poderiam colocar na globonews e ouvir o caboco que est traduzindo o mitt tipo um romney falando portugus traduzindo a si mesmo,11.887931
3883,check out the non-verbals --  sometimes they say more than the actual words #presidentialdebate,check out the nonverbals sometimes they say more than the actual words #presidentialdebate,8.765482
3884,Obama has failed to even try to answer the first question an instantly went off topic. #Debates,obama has failed to even try to answer the first question an instantly went off topic #debates,23.401070999999998
3886,Those are great 5 points. I'm all for them. HOW ARE YOU GOING TO DO IT --  Mitt?!? #debates,those are great points i'm all for them how are you going to do it mitt #debates,15.480132999999999
